0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.25622234,-0.6840714,0.84967375,0.38727564,0.46922404,-0.8228662,-0.24894217,0.29234976,-0.16589198,0.83066744,0.15897334,0.9110563,0.12664866,0.046303123,-0.069637805,1.3075237
0.20109536,0.6016915,0.53102756,0.31123883,0.23098476,-0.2784086,0.09584075,0.42238784,-1.2351272,-0.09468974,-0.279629,0.22792964,-0.05001393,0.3857391,0.5777014,1.4616902
-0.13971806,-0.07630995,0.0889176,0.35779423,0.42853507,0.40376586,-0.6305076,-0.18931368,1.387193,0.3288409,0.08672005,-0.25163263,0.17892247,-0.21554363,-0.89472705,-0.66515976
1.266634,0.34189224,-0.11694451,1.3862197,0.25198025,-0.704199,-0.13440454,0.12388477,0.21954057,-0.02039311,-0.9705723,-0.19245657,0.1430656,-0.10026689,-0.14640535,-0.19886819
-0.75272936,-0.482057,0.17644504,-0.5013475,0.6688685,0.22803564,1.2851152,0.06856262,-0.4389823,0.51446664,-0.93267924,0.6161633,0.10244823,-0.5750805,-0.091140166,0.44068843
-1.019262,-0.47042376,-0.081977114,0.29866785,-0.009475648,0.07615506,1.3968753,-0.06396629,-0.364111,-0.3104769,-1.066287,-0.014329766,-0.3270933,-0.6521938,-0.09922272,0.46555912
-0.28080723,-0.3254819,-0.2954595,0.5896683,0.012952298,0.76460695,-0.37404627,0.038452536,1.2031956,0.6553217,0.009337418,-0.26654312,-0.7049579,0.31968418,-0.384546,-0.3740872
0.06382192,0.17165692,-0.33413988,0.07622906,-0.05443392,0.06989783,0.17455757,-0.19114871,0.9393281,0.16184896,0.52440774,-0.4865687,-1.9938126,0.080910824,-0.494421,0.063125566
-0.252531,0.012025282,0.020296574,0.5941474,0.74680364,-0.5489515,-0.56432825,-0.21767314,-0.022513837,0.729456,1.2451563,1.0131686,0.38872182,0.4310867,-0.58690876,-0.0042409897
-0.94180095,-0.37448496,-0.10713455,-0.1339382,-0.16799977,-0.23786025,1.5585041,-0.33971083,-0.17134061,0.63919044,-1.0518037,-0.20024246,-0.16153446,0.08072097,-0.09099342,0.4473797
-0.2751814,-0.24583136,0.25526434,0.3304746,0.8781044,-0.5830207,-0.11366511,0.21848665,-0.3510152,0.547431,0.76413727,1.0211595,0.50752425,0.09499678,-0.2512935,0.86047316
-0.6709382,-0.27314132,0.48097384,0.2395938,0.6408583,-0.7818128,-0.010778695,0.12153253,0.06503024,0.7032663,0.99487275,1.1074721,0.34076634,0.14684558,-0.36763495,0.7411058
-0.64059806,-0.4556563,0.30034184,0.27032736,0.30888128,-0.6057308,0.026268989,0.24608803,0.31610894,0.9964618,0.7640109,0.8041218,0.3655085,0.6283239,-0.45240197,0.7154957
-0.034878746,-0.84684765,0.27104044,0.110687,1.1026022,-0.6591907,-0.21764901,0.15536287,-0.11808903,0.85053706,0.8486441,1.1026338,0.17719987,0.3255877,-0.82147473,0.5751303
-0.2182268,-0.22349349,0.55626243,0.44342822,1.0868329,-0.5003377,-0.017042398,-0.0109526515,0.13809922,0.7686897,1.0077355,1.056466,0.31176057,0.61758626,-0.59639716,0.6530748
-0.4089439,0.28919002,-0.55579364,0.35609117,0.62142044,-0.13964474,-0.45627603,0.2542211,-0.48696682,0.47954684,0.91650045,0.7722946,0.015963107,0.1246085,-0.3348949,0.016694205
-0.32390305,-0.111016706,-0.012674939,0.59544986,0.9458015,-0.3261877,-0.36410016,0.55476236,-0.2510305,0.4153958,1.2598255,1.1264782,0.38672316,-0.054916322,-0.4248808,0.14926054
-0.2565989,0.07478202,0.1382066,0.119079225,-0.026432715,0.049026296,0.08648451,-0.0055545103,0.43433076,0.5340764,0.122711234,-0.42737755,-2.022412,0.06338631,-0.42760807,-0.1949623
-0.04547514,-0.27859253,0.43224287,0.29873466,0.19258891,-0.08643641,-0.12437695,0.1947633,0.6281422,0.14215648,-0.049803913,-0.47846282,-1.6134963,-0.026200872,-0.5142321,-0.4824797
-0.02714327,-0.00068033487,0.12885645,0.42327765,0.3872576,-0.21808173,-0.7193153,-0.26442096,0.93564725,0.3310045,0.69444925,-0.20879723,-1.7674731,-0.1346262,-0.08822204,-0.33024395
-0.62008166,-0.084100574,0.014608473,0.48355854,-0.06468615,0.14598045,1.3303679,-0.007878162,-0.24650145,0.26012215,-0.9448801,-0.33682212,0.1687758,-0.5366628,0.0017554201,0.28276172
0.042109855,-0.017704763,0.13396132,0.09546474,0.41985053,0.48520535,-0.21626791,0.38259768,0.76240814,0.18384728,0.31637475,-0.18575913,-1.9452374,0.20404041,-0.09229082,-0.033460192
-0.17882365,0.44211155,-0.47700956,-0.29954407,-0.21147038,0.3771798,0.42915845,0.51255155,0.8943473,-0.45473188,0.6389921,0.18037729,-1.6637574,0.14402667,-0.5646483,-0.35637352
0.17722131,0.22838211,0.21897244,-0.23714843,-0.22817409,-0.15387593,0.040015638,0.6012115,0.052241996,0.44306716,0.66004336,-0.2028029,-1.5822115,-0.11886133,-0.26953962,0.26123512
-1.0899302,-0.27649292,-0.4685319,0.077805296,0.65664554,0.1308791,1.1822244,0.05466795,-0.34785974,0.27625105,-1.3064145,0.14660841,0.16231173,-0.5666231,-0.45368066,0.608527
0.0048444495,-0.13978265,0.0646157,-0.17670843,-0.14751552,0.017392606,-0.69999987,-0.54625326,0.3537406,0.5489144,0.30344704,-0.58616346,-1.8424155,0.15285519,-0.008708537,0.01444862
0.13822278,0.19569606,0.12399212,-0.09460854,-0.17880008,-0.510048,-0.18335314,0.1589373,0.4953223,-0.26207742,0.07327336,-0.653793,-1.914977,0.09082633,-0.37300164,0.14688973
0.12518038,-0.07890396,0.28020167,0.029228412,-0.10863037,-0.020274088,-0.053300038,0.15150274,0.19682066,0.26265794,0.24483605,-0.2822912,-1.8344204,-0.37369427,-0.15104052,-0.14024928
0.35411826,0.43108153,0.24912116,-0.6023835,0.33595192,1.1276026,1.0267831,0.42073375,0.6557176,0.25742283,0.28226095,0.28097558,-0.02876027,0.09744723,-0.48703915,-0.4115316
0.6256152,0.28760484,0.56285685,-0.38754815,0.097633146,0.16222547,1.0090051,0.19219193,0.7092344,-0.109033406,0.457851,0.47161704,0.14286108,0.25958142,-0.32293728,-1.111094
0.54138684,0.63570106,0.58835477,-0.7534697,0.31924123,-0.56329453,1.273644,0.019759808,0.5783859,0.18044001,-0.0029949844,-0.010061622,-0.003389433,0.25124705,-0.17694496,-1.1515027
0.4676338,0.5627257,0.49168968,-0.18713486,-0.15774979,-0.13098213,1.2651168,-0.12419206,0.27895254,0.6562965,0.83367836,0.015113294,0.1785052,0.34180412,0.47795027,-1.0789934
0.68032575,0.5437378,0.58278674,-0.540008,0.014064249,-0.44753796,1.6037009,-0.39248002,0.3355324,0.03436801,0.586684,-0.06920625,0.12267828,0.78137887,0.24399182,-0.73481935
0.866804,1.056349,0.27401495,-0.36705485,-0.080204524,-0.26616594,1.3754182,-0.023892853,0.7463206,0.020550251,0.35447288,0.07845662,-0.20717052,-0.26096275,0.029631736,-0.6469966
0.7527217,0.9418111,0.011190325,-0.3906442,-0.16629791,-0.07322997,1.2423558,0.063444585,0.37797776,-0.20226792,0.65426147,0.37669122,0.049943194,0.25991943,-0.07496078,-0.5905736
0.35041538,0.60603666,0.56591487,-0.27172506,0.0012542605,-0.2756952,1.1874828,0.6889143,0.85019964,-0.117679566,0.45776603,0.51234746,-0.6028069,0.36837837,-0.5445162,-0.41589904
-0.12620316,0.35577825,0.071576655,-0.24756892,0.16707909,1.5771823,0.565045,0.30150515,0.71293056,0.34247547,0.5580849,0.11237438,-0.63971794,0.1919491,-0.43101257,0.110560216
-0.67664456,-0.6708118,-0.25055978,0.28931764,-0.16894229,-0.4640168,-0.77091444,-0.18462774,1.1973478,0.6162479,-0.13339338,-0.40237707,-0.008726642,-0.0826298,-0.8657582,-1.0573354
0.87146884,0.8139265,-0.8807486,1.1914597,-0.06392887,-0.03272876,0.27809304,-0.6354281,-0.04677014,0.3418776,-0.7254925,0.2361583,0.0021877657,-0.4202447,0.23174985,0.07053547
-0.9861439,-0.102015376,-0.06235844,-0.011389097,-0.12059407,0.011140685,1.0295733,0.019974425,0.04824932,0.064039156,-0.97401,0.16381977,0.24807185,0.18554807,-0.4205462,0.59055376
0.15446873,0.88944715,0.22316381,-0.24619737,-0.7785527,-0.31535122,0.51822525,-0.7386604,-0.014440417,0.13204329,0.7539605,0.35398728,-1.2549568,0.24536999,0.43123645,0.15471323
0.33737984,0.8907529,0.8640563,-0.080366954,-0.24455595,-0.32229942,0.7971273,0.23067772,0.19831374,-0.12848507,0.26579973,-0.1654451,-1.1498075,0.60537696,-0.19579393,-0.36122197
-1.0307058,-1.0568357,-0.4932774,0.0023609847,0.09056671,-0.29979098,0.67747307,-0.09341071,0.7250886,0.12958533,-0.92302126,-0.0014759991,-0.24273878,-0.2993388,-0.6045085,-0.70121354
-1.2978717,-0.8257767,-0.81844217,0.15757087,-0.2748483,0.17297131,0.97398406,0.10491232,0.7091205,0.19314846,-0.89595026,0.03009428,0.22658941,-0.08630733,-0.43199795,-0.055126056
-0.80729336,-0.8948323,-0.62347794,0.22826418,0.26057246,0.26648888,1.4232718,0.5194709,-0.39329886,0.2257429,-0.7603824,0.102052554,-0.35975695,-0.3101074,-0.24978647,0.007457316
0.25690272,-1.1976633,-0.39366722,0.52941656,-1.5160284,-0.094072744,-0.076560766,0.6404086,0.19871412,-0.33305278,0.79061425,-0.3693284,0.5618712,0.017864242,-0.44303507,-0.3933215
0.2045029,-0.97432804,-0.17705873,0.3991772,-0.6884822,-0.48100594,-0.63609254,1.4490393,-0.08932474,-0.5549296,0.66788876,-0.10090961,0.013509139,0.117494635,-0.23399803,-0.9908731
-0.79171735,-0.4251233,-0.28246185,-0.14192882,0.08203024,-0.071796,1.2364417,-0.09181768,-0.27920413,0.21871646,-0.68433756,0.0049814656,-0.2513656,-0.13747719,-0.035525765,0.33298463
-0.23913723,-0.35546985,0.2594051,0.37513214,0.8933279,-0.46150056,-0.46513417,-0.17543405,-0.13451572,0.74674517,0.98466617,0.74362075,0.76713973,0.48449564,-0.61343586,0.2541141
-0.080327526,-0.5592978,0.5092589,0.41043663,1.0268297,-0.59705406,-0.39912385,0.23790827,0.365766,0.7003234,0.97404754,1.0015594,0.24754706,0.01375553,-0.6250956,0.7696206
-0.4675192,-0.58782715,0.24002331,0.20900625,0.79625887,-0.5400551,-0.30933452,0.62605834,0.05269347,0.9815563,0.81012577,0.925825,0.36112016,0.7575035,-0.4431359,0.7636616
-0.18246968,-0.23836337,0.30917478,-0.0814958,0.099290185,1.9910206,-0.12902597,0.5035921,0.63555956,0.19169147,0.3277035,0.30280018,7.521361e-05,0.31373602,-0.36606127,0.3602634
0.22269371,-0.52935684,0.78976417,0.07927112,0.6998153,-0.50790536,-0.38877654,0.14486495,0.2548569,0.7436379,0.4447685,1.1083316,0.5639018,0.35190147,-0.58640224,0.74107414
-0.08905106,-1.0134174,0.11750364,0.3787955,0.7894534,-0.6086326,-0.1958442,0.1544966,0.19472224,0.97298527,0.646214,1.0030562,0.44217807,0.15630105,-0.2636866,0.7625085
-0.12721671,-0.4362924,0.18160318,0.26594546,0.4834065,-0.53904337,-0.19890288,0.4039651,0.18855268,1.1681178,0.58289427,1.0832012,0.068463415,0.19414535,-0.4264985,0.64071196
0.23300263,-0.60384595,-0.24439658,0.25745314,-0.4934504,-0.0391286,0.13375087,1.3393915,-0.2801195,-0.6918812,0.41042107,0.22385743,0.03559731,0.31331033,0.10949059,-0.18139943
1.0448908,0.57685304,-0.9945949,1.6135762,-0.46124342,-0.048827894,0.22758889,0.4445669,-0.34406024,-0.4244661,-0.11076754,-0.03830807,0.26109025,-0.23691961,0.08909991,-0.16687293
0.5417228,-0.59325993,0.45866352,-0.015259489,-0.73352265,-0.3975133,0.21022506,1.1630553,-0.845601,-0.7866341,-0.38286602,-0.169314,-0.00945361,0.4057684,0.19363041,0.65856296
-0.46461385,0.90549755,-1.4729067,0.57064,-0.17184639,0.1802852,0.0253914,-0.3008434,-0.99988437,-0.13883734,0.61594075,0.12776184,-0.1881679,-0.3221923,-0.02324605,-0.84830904
0.1773212,0.06385933,-0.14921601,-0.03883235,-1.7657665,-0.082497865,0.6237796,-1.0711334,-0.033188447,0.077319436,0.97720855,-0.15141504,0.057382643,0.07751018,-0.26000163,0.5587616
-0.9649042,-0.2498743,0.045094192,0.023905158,0.6696768,0.24607077,1.539168,0.3559092,-0.3991629,0.33061466,-0.94290686,0.091708906,0.025324365,-0.069467366,0.5190625,0.40224683
1.1141084,0.6865878,-0.7566202,1.4307724,-0.009531558,-0.19449586,0.30008292,-0.056300774,0.03457167,-0.16719836,-0.66895366,0.14000534,0.28265268,-0.5120589,-0.1244448,0.28822988
1.0250739,-0.5373597,-0.3022579,0.84760034,-0.46965805,-0.2963294,-0.28097436,1.4904447,-0.3877889,-0.8965206,-0.3689959,-0.16781095,-0.0057829693,0.022029877,-0.107225366,-0.20549451
0.5286037,-0.9295802,-0.027399726,0.318547,-0.7659284,-0.2389563,-0.052378897,1.7640338,-0.25956345,-0.88826007,-0.24617147,-0.23531845,0.11511998,0.41077358,-0.12898839,-0.047008783
-0.4512813,-0.95803964,0.15072516,0.28882974,-0.59271675,-0.13507012,-0.25571114,1.5618831,-0.09505555,-0.93820167,-0.10599154,0.104209326,-0.07570258,0.12536249,0.089157164,-0.5315167
-0.31415835,-0.5460825,-0.18026938,0.60180056,-0.8989958,-0.23665641,0.005287923,1.6210799,-0.0202339,-0.76505184,0.3484687,-0.47893238,0.46030903,0.38602686,-0.029393163,-0.03442079
-0.23602608,-0.98264205,-0.29754853,0.49638242,-1.4662892,-0.07610452,-0.1705589,0.58300734,-0.37220392,-0.48366538,0.78333735,-0.21326491,0.29695132,0.16367751,-0.20142986,-0.09888107
-0.15585388,0.37902844,0.79435563,-0.1444487,-1.294096,-0.19893478,-0.44384307,-0.10313192,0.07903329,0.13671947,0.22354606,-0.16684286,0.042986155,-0.009474665,0.48065513,0.93776405
1.4127331,0.41364378,-0.33513674,1.7768886,-0.3882394,-0.4846102,0.15814784,0.63175476,0.32945544,-0.49175012,-0.68044305,0.23983838,0.16654903,0.25264078,-0.04488583,0.13140246
0.16343898,1.2189877,-1.5108678,0.76300335,0.12416144,-0.034270115,-0.15979035,-0.43481922,-0.8241706,-0.07626948,0.5446274,0.6405724,0.16407189,0.1987041,0.12389192,-0.8098669
-1.0717151,-0.18599945,-0.36157188,0.30709806,0.2695114,-0.104344144,1.1709529,0.2734074,-0.40992022,0.03408496,-1.0922451,-0.34127393,-0.3258399,-0.48154223,-0.19977796,0.49536026
-0.6642426,-0.48174137,-0.65104175,0.30102876,-1.6561612,0.28371102,-0.004123211,-0.4258653,0.2696464,0.06347032,0.168214,-0.14056411,0.14354381,0.37084442,-0.070372745,-0.2910536
-0.3180312,0.68159,-1.0888073,0.29295284,0.34389287,-0.34432894,0.08598036,-0.2695454,-0.542869,0.24018115,0.9463265,0.8909199,0.15702535,0.15651302,-0.07302931,0.0021923482
-0.21167752,-0.7019399,0.10671585,-0.39726415,-1.7124715,0.23730744,-0.4165574,-0.3275228,-0.23798633,0.31071156,0.7298893,0.27218607,0.6835859,-0.06989216,0.019748515,0.2168916
-1.1247944,-1.1030666,-0.6725424,0.035833687,-0.8782082,-0.21684813,0.63798887,-0.3596171,0.110604316,0.4019591,-0.1351476,-0.11462024,0.3723477,0.02492804,-0.18780531,0.04270783
-0.25798202,0.47913548,-1.0407109,0.19399148,-0.37818328,-0.056931257,0.11336844,-0.497672,-1.1622189,-1.104498,0.10825735,-0.011164144,0.009198457,0.051114544,-0.35742652,-0.978213
-1.5457892,0.03484571,-0.46024716,0.32781684,-0.13513039,0.19658905,1.3013227,-0.094942644,-0.57021093,0.55211323,-0.516859,-0.13031283,0.42726967,-0.53452575,-0.023256099,0.8651942
1.1198424,0.5343245,-0.0053958,1.2321744,0.27001446,-0.40017408,0.27840358,-0.20530222,-0.07815019,-0.1826376,-0.7702739,-0.14724766,-0.01095698,-0.26905328,-0.23422033,0.5391147
-0.17375651,-0.25122023,0.30701938,0.36236024,-0.14909771,0.010847906,-0.1253883,0.28812248,-1.0163848,-0.52643013,0.076196775,0.48015702,0.058279663,0.42257082,-0.08436215,1.0822188
